document_title,eisenhower_url,naid,collection,topic,bibliography_matches,matched_bibliography_files,unit_record_matches,matched_unit_records
"Report of the 8th Air Force, Normandy Invasion, June 2-17, 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/online-documents/d-day/report-of-the-eighth-air-force.pdf,12005069,"Walter Bedell Smith Collection, Box 48",D-Day,50,letter_eaker_to_cg_etousa_31_dec_43_exhibit_2_to_eaker_report_01KPTAZM0N9ZAEMDXK412JAVDD.json; eaker_rpt_01KPTB0S0EYMQHBS8X6068MVQJ.json; effectiveness_of_third_phase_tactical_air_operations_in_the_european_theater_01KS3PQ33ZRY8NBZB1NYA3WF0M.json; ltr_cofs_eighth_af_to_cg_viii_bomber_command_and_viii_fighter_command_objectives_01KQ870X7BTH5YCZYQM8W08Y4S.json; effectiveness_of_third_phase_tactical_air_operations_in_the_european_theater_01KRSRBP800VBGJQE40PZ015G7.json,0,
"Report of Amphibious Operations, Invasion of Northern France, Western Task Force, June 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/online-documents/d-day/report-of-the-amphibious-operations.pdf,12005066,"Walter Bedell Smith Collection, Box 48",D-Day,0,,0,
"Report of the 82nd Airborne Division, Operation Neptune, June 6 - July 8, 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/online-documents/d-day/1944-06-06-to-08-82nd-airborne.pdf,12004816,"U.S. Army Unit Records, Box 6",D-Day,84,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; post_neptune_courses_of_action_after_capture_of_the_lodgment_area_main_objective_01KTC591RRKV0E26SXJF82RG1P.json; ps_shaef_44_21_final_01KQ5JK0W40R6E1JXPN413DZD6.json; shaef245003ops_01KPSMFGHRNK88TBM9RQYYHRJ2.json; sgs_shaef_file_381_post_overlord_plng_01KQ5JGMXRVZVMR9ATDF0W1753.json,1,"82nd AIRBORNE DIVISION, 1943-1946"
"After Action Report, 115th Infantry, June 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/online-documents/d-day/1944-06-after-action-report.pdf,12004462,"U.S. Army Unit Records, Box 867",D-Day,2,115th_infantry_s_3_journal_18_june_1944_01KPT4TKBXX3P5NFFPKXR0ZR2Q.json; 115th_infantry_regiment_s_3_journal_01KPT4QPN7TFHTM5538XPR0B1E.json,1,"115th INFANTRY REGIMENT, 1944-1945"
"After Action Report, Headquarters, 22nd Infantry, July 21, 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/online-documents/d-day/1944-07-21-after-action-report.pdf,12004463,"U.S. Army Unit Records, Box 791",D-Day,18,combat_interv_with_s_sgt_louis_pingatore_co_c_22d_inf_01KT7ZW58EF7PP17NDXXN4V2TH.json; combat_interv_with_lt_bernasco_co_a_22d_inf_01KT9RX38WXS9FYXKH8GA7A97K.json; combat_interv_with_lt_bernasco_co_a_22d_inf_01KT7ZW10Y818GF80VB22D5C4Z.json; combat_interv_with_capt_jennings_frye_1st_bn_22d_inf_01KT7ZWBR556ATQ4NFX213SG0G.json; combat_interv_with_lt_bernasco_co_a_22d_inf_01KTA7TRQGV4N5WAHFAX4HA4MK.json,0,
"SHAEF Message Eisenhower to Marshall, first reports of Normandy landing, June 6, 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/online-documents/d-day/1944-06-06-dde-to-marshall.pdf,594652,"DDE Pre-Presidential Papers, Box 133",D-Day,995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"SHAEF Message reporting on D-Day landing area, June 8, 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/online-documents/d-day/1944-06-08-shaef-message.pdf,12009139,"DDE Pre-Presidential Papers, Box 130",D-Day,995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"Journal entries from the 16th Infantry Regiment Journal, June 6-17, 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/online-documents/d-day/journal-entries.pdf,12004868,"U.S. Army Unit Records, Box 1264",D-Day,30,combat_interview_16th_infantry_01KPTCA8RF1Q7YJEKFY7PX43W1.json; 16th_inf_s_3_jnl_15_oct_44_01KT7Y27HKQYABXSB8E6BB01Z6.json; 116th_inf_jnl_16_17_nov_44_01KT80BJVP75E68NP20SRRR5AY.json; brest_au_combat_01KPSZR6HABC9DKGA5016Y4H5Q.json; 116th_inf_jnl_16_17_nov_44_01KTABFPB23NB4SGQ9RQWEPZ0R.json,1,"16th INFANTRY REGIMENT, 1936-1946"
"SHAEF Minutes of the Chief of Staff Meetings, March, 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"BARKER, RAY W.: Papers, 1943-1945 Box 1",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"Minutes of COSSAC Staff Meetings, 1943-1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"BARKER, RAY W.: Papers, 1943-1945 Box 1",D-Day Planning (Subject Guide),70,12th_staff_meeting_01KQ65JA21HWHG2SSXJ1DX7XW4.json; letter_to_maj_gen_w_d_morgan_cofs_21_army_group_01KQ66BRG3WR1942WH384WB3Z2.json; provisional_organization_of_cossac_staff_01KQ65FQV9Z7N9QC54HZM5MBSG.json; opn_overlord_01KQ5PS12XXTAYQZEYAHD9WQ0F.json; shaef_files_01KPT5ZZHXV2BKAA6XTN2VREX8.json,0,
"Papers Pertaining to COSSAC, 1943-1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"BARKER, RAY W.: Papers, 1943-1945 Box 1",D-Day Planning (Subject Guide),70,12th_staff_meeting_01KQ65JA21HWHG2SSXJ1DX7XW4.json; letter_to_maj_gen_w_d_morgan_cofs_21_army_group_01KQ66BRG3WR1942WH384WB3Z2.json; provisional_organization_of_cossac_staff_01KQ65FQV9Z7N9QC54HZM5MBSG.json; opn_overlord_01KQ5PS12XXTAYQZEYAHD9WQ0F.json; shaef_files_01KPT5ZZHXV2BKAA6XTN2VREX8.json,0,
"TRIDENT Conference, May 1943: Papers and Minute of meetings",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"COMBINED CHIEFS OF STAFF: Conference proceedings, 1941-1945 Box 2",D-Day Planning (Subject Guide),9,meetings_at_algiers_between_churchill_marshall_eisenhower_and_others_29_and_31_m_01KQ661Y58YA3665B36XBZ642B.json; min_of_trident_conf_01KQ66201N0XKS2GSP9PFGYR1A.json; minutes_of_trident_conference_01KPT989RHJCGB6QNARFXXPQ7K.json; 1st_white_house_mtg_trident_conf_01KPT79A1NZXPE4HV8E1PMNZWZ.json; jps_231_adequacy_of_the_trident_strategy_26_jul_43_colonel_bessell_army_member_o_01KPT99HFQZRC4Q71V809TP4QK.json,0,
"QUADRANT Conference, August 1943: Papers and Minutes of Meetings",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"COMBINED CHIEFS OF STAFF: Conference proceedings, 1941-1945 Box 2",D-Day Planning (Subject Guide),15,1st_plenary_citadel_mtg_01KQ664TZ4NPCD1VXM3W97C2M1.json; report_on_quadrant_01KPW0DDCPJVE74B9SB792FMSD.json; memos_and_staff_studies_in_opd_file_abc_337_25_may_43_passim_01KQ662KC73T638WFNSK8EWXCF.json; jcs_4221_01KPT7GJ8F3WMC289PVF2V97ER.json; quadrant_01KPT98VKR2ZXB8DPVSKCSMA28.json,0,
"SEXTANT Conference, November-December 1943: Papers and Minutes",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"COMBINED CHIEFS OF STAFF: Conference proceedings, 1941-1945 Box 2",D-Day Planning (Subject Guide),9,2d_plenary_meeting_at_cairo_24_november_1943_01KPT9NG5164A3CBF5C3C008TT.json; 2d_plenary_mtg_at_cairo_01KQ66SF1X14ESWKHMABDPE2B4.json; official_us_minutes_of_the_meeting_bound_with_the_minutes_of_the_cairo_sextant_c_01KQ66TWGN0BV14WYF39BJW2G3.json; official_us_minutes_of_the_meeting_01KQ75V2DPDZXA8MT7F5Y3BHND.json; official_us_minutes_of_the_meeting_bound_with_the_minutes_of_the_cairo_sextant_c_01KQ66T910WD9PEQM688F28NG4.json,0,
Operation Neptune June 1944,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"DWIGHT D. EISENHOWER LIBRARY: Collection of 20th Century Military Records, 1918-1950 Box 153",D-Day Planning (Subject Guide),84,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; post_neptune_courses_of_action_after_capture_of_the_lodgment_area_main_objective_01KTC591RRKV0E26SXJF82RG1P.json; ps_shaef_44_21_final_01KQ5JK0W40R6E1JXPN413DZD6.json; shaef245003ops_01KPSMFGHRNK88TBM9RQYYHRJ2.json; sgs_shaef_file_381_post_overlord_plng_01KQ5JGMXRVZVMR9ATDF0W1753.json,0,
"GILMER, DAN: Secretary of the General Staff, SHAEF Reports",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"DWIGHT D. EISENHOWER LIBRARY: Collection of 20th Century Military Records, 1918-1950 Box 11",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
Psychological Warfare Division (PWD) SHAEF (1)-(2),https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"LILLY, EDWARD P.: Papers, 1928-1992 Box 40",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"TRIDENT Conference Minutes [Wash., D.C., 5/13-21/1943] (1)-(3)",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 2",D-Day Planning (Subject Guide),9,meetings_at_algiers_between_churchill_marshall_eisenhower_and_others_29_and_31_m_01KQ661Y58YA3665B36XBZ642B.json; min_of_trident_conf_01KQ66201N0XKS2GSP9PFGYR1A.json; minutes_of_trident_conference_01KPT989RHJCGB6QNARFXXPQ7K.json; 1st_white_house_mtg_trident_conf_01KPT79A1NZXPE4HV8E1PMNZWZ.json; jps_231_adequacy_of_the_trident_strategy_26_jul_43_colonel_bessell_army_member_o_01KPT99HFQZRC4Q71V809TP4QK.json,0,
Overlord-Anvil Papers [December 1943-April 1944] (1)-(6),https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 21",D-Day Planning (Subject Guide),464,ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json; eisenhower_to_ccs_01KSDGRV10GZTKJ5BTM867SEBR.json; directive_to_commanders_01KS3GDGP010HG4AN4MTHASHE7.json,0,
"Neptune Initial Joint Plan [February 1, 1944] (1)(2)",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 28",D-Day Planning (Subject Guide),84,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; post_neptune_courses_of_action_after_capture_of_the_lodgment_area_main_objective_01KTC591RRKV0E26SXJF82RG1P.json; ps_shaef_44_21_final_01KQ5JK0W40R6E1JXPN413DZD6.json; shaef245003ops_01KPSMFGHRNK88TBM9RQYYHRJ2.json; sgs_shaef_file_381_post_overlord_plng_01KQ5JGMXRVZVMR9ATDF0W1753.json,0,
"Neptune Initial Joint Plan [February 1, 1944] (3)-(7)",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 29",D-Day Planning (Subject Guide),84,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; post_neptune_courses_of_action_after_capture_of_the_lodgment_area_main_objective_01KTC591RRKV0E26SXJF82RG1P.json; ps_shaef_44_21_final_01KQ5JK0W40R6E1JXPN413DZD6.json; shaef245003ops_01KPSMFGHRNK88TBM9RQYYHRJ2.json; sgs_shaef_file_381_post_overlord_plng_01KQ5JGMXRVZVMR9ATDF0W1753.json,0,
"SHAEF War Diary [February 4, 1944 - July 13, 1945] (1)-(3)",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 29",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"History of COSSAC, 1943-1944 [May 1944]",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 33",D-Day Planning (Subject Guide),70,12th_staff_meeting_01KQ65JA21HWHG2SSXJ1DX7XW4.json; letter_to_maj_gen_w_d_morgan_cofs_21_army_group_01KQ66BRG3WR1942WH384WB3Z2.json; provisional_organization_of_cossac_staff_01KQ65FQV9Z7N9QC54HZM5MBSG.json; opn_overlord_01KQ5PS12XXTAYQZEYAHD9WQ0F.json; shaef_files_01KPT5ZZHXV2BKAA6XTN2VREX8.json,0,
"Operation Neptune, Vol I [1944]",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 33",D-Day Planning (Subject Guide),84,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; post_neptune_courses_of_action_after_capture_of_the_lodgment_area_main_objective_01KTC591RRKV0E26SXJF82RG1P.json; ps_shaef_44_21_final_01KQ5JK0W40R6E1JXPN413DZD6.json; shaef245003ops_01KPSMFGHRNK88TBM9RQYYHRJ2.json; sgs_shaef_file_381_post_overlord_plng_01KQ5JGMXRVZVMR9ATDF0W1753.json,0,
"Operation Neptune, Vol. II [1944]",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 33",D-Day Planning (Subject Guide),84,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; post_neptune_courses_of_action_after_capture_of_the_lodgment_area_main_objective_01KTC591RRKV0E26SXJF82RG1P.json; ps_shaef_44_21_final_01KQ5JK0W40R6E1JXPN413DZD6.json; shaef245003ops_01KPSMFGHRNK88TBM9RQYYHRJ2.json; sgs_shaef_file_381_post_overlord_plng_01KQ5JGMXRVZVMR9ATDF0W1753.json,0,
"Operation Neptune, Vol III [1944]",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 34",D-Day Planning (Subject Guide),84,aeaf_memo_operation_neptune_employment_of_british_and_american_airborne_forces_01KPTC8QZK2WRT1GAKDP3T39M3.json; post_neptune_courses_of_action_after_capture_of_the_lodgment_area_main_objective_01KTC591RRKV0E26SXJF82RG1P.json; ps_shaef_44_21_final_01KQ5JK0W40R6E1JXPN413DZD6.json; shaef245003ops_01KPSMFGHRNK88TBM9RQYYHRJ2.json; sgs_shaef_file_381_post_overlord_plng_01KQ5JGMXRVZVMR9ATDF0W1753.json,0,
"Memo, General Smith to Historical Section, SHAEF, on SAC’s decisions",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 36",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"on Overlord, February 22, 19445",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 36",D-Day Planning (Subject Guide),444,ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json; eisenhower_to_ccs_01KSDGRV10GZTKJ5BTM867SEBR.json; directive_to_commanders_01KS3GDGP010HG4AN4MTHASHE7.json,0,
"SHAEF G-2 Weekly Intelligence Summary No. 2, 1 Apr. 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 8",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"SHAEF G-2 Weekly Intelligence Summary No. 3, 8 Apr. 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 8",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"SHAEF G-2 Weekly Intelligence Summary No. 4, 15 Apr. 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 8",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"SHAEF G-2 Weekly Intelligence Summary No. 5, 22 Apr. 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 8",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"SHAEF G-2 Weekly Intelligence Summary No. 6, 29 Apr. 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 8",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"SHAEF G-2 Weekly Intelligence Summary No. 7, 6 May 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 8",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"SHAEF G-2 Weekly Intelligence Summary No. 8, 13 May 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 8",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"SHAEF G-2 Weekly Intelligence Summary No. 9, 20 May 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 8",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
"SHAEF G-2 Weekly Intelligence Summary No. 10, 27 May 1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/dday-planning-overlord.pdf,,"SMITH, WALTER BEDDELL: Collection of World War II Documents, 1941-1945 Box 8",D-Day Planning (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
